,Fauna/Flora,Grupo,Família,Espécie (Simplificado),Nome Comum,Categoria de Ameaça,Sigla Categoria de Ameaça,Bioma,Principais Ameaças,Presença em Áreas Protegidas,Plano de Ação Nacional para Conservação (PAN),Ordenamento Pesqueiro,Nível de Proteção na Estratégia Nacional,Espécie exclusiva do Brasil,Estados de Ocorrência
940,Fauna, Peixes Continentais, Anostomidae, Sartor tucuruiense, Aracu boca pra cima, Em Perigo EN , EN," Amazonia, Cerrado", Outras Atividades Economicas Energia, Nao, Sim, Nao,1, Sim," PA, TO"
941,Fauna, Peixes Continentais, Callichthyidae, Scleromystax macropterus, Limpa fundo, Em Perigo EN , EN, Mata Atlantica," Assentamento Humano cidades, Poluicao", Sim, Sim, Sim,2, Sim," PR, SC, SP"
942,Fauna, Peixes Continentais, Loricariidae, Scobinancistrus aureatus, Acari da pedra, Vulneravel VU , VU, Amazonia," Extracao Direta Caca Pesca, Mineracao, Outras Atividades Economicas Energia", Sim, Sim, Sim,3, Sim, PA
943,Fauna, Peixes Continentais, Loricariidae, Scobinancistrus pariolispos, Acari da pedra, Vulneravel VU , VU, Amazonia," Extracao Direta Caca Pesca, Outras Atividades Economicas Energia", Sim, Sim, Sim,3, Sim," PA, TO"
944,Fauna, Peixes Continentais, Rivulidae, Simpsonichthys boitonei, Peixe anual, Vulneravel VU , VU, Cerrado," Assentamento Humano cidades, Queimadas", Sim, Sim, Nao,2, Sim, DF
945,Fauna, Peixes Continentais, Rivulidae, Simpsonichthys cholopteryx, Desconhecido, Em Perigo EN , EN, Cerrado, Agropecuaria, Nao, Nao, Nao,1, Sim, MT
946,Fauna, Peixes Continentais, Rivulidae, Simpsonichthys nigromaculatus, Peixe da chuva, Vulneravel VU , VU, Cerrado, Agropecuaria, Nao, Nao, Nao,1, Sim, GO
947,Fauna, Peixes Continentais, Rivulidae, Simpsonichthys parallelus, Peixe anual, Vulneravel VU , VU, Cerrado, Agropecuaria, Sim, Sim, Nao,2, Sim, GO
948,Fauna, Peixes Continentais, Rivulidae, Simpsonichthys punctulatus, Peixe anual, Vulneravel VU , VU, Cerrado, Agropecuaria, Sim, Nao, Nao,2, Sim, GO
949,Fauna, Peixes Continentais, Rivulidae, Simpsonichthys santanae, Peixe anual, Criticamente em Perigo CR , CR, Cerrado, Assentamento Humano cidades, Sim, Sim, Nao,2, Sim, DF
950,Fauna, Peixes Continentais, Rivulidae, Simpsonichthys zonatus, Peixe anual, Criticamente em Perigo CR , CR, Cerrado," Agropecuaria, Extracao Direta Caca Pesca", Nao, Sim, Nao,1, Sim, MG
951,Fauna, Peixes Continentais, Rivulidae, Spectrolebias reticulatus, Desconhecido, Criticamente em Perigo CR , CR, Amazonia, Outras Atividades Economicas Energia, Nao, Nao, Nao,1, Sim, PA
952,Fauna, Peixes Continentais, Characidae, Spintherobolus ankoseion, Lambari, Vulneravel VU , VU, Mata Atlantica," Mineracao, Poluicao, Poluicao Assoreamento", Sim, Sim, Nao,2, Sim," PR, SC"
953,Fauna, Peixes Continentais, Characidae, Spintherobolus broccae, Piaba, Em Perigo EN , EN, Mata Atlantica," Assentamento Humano cidades, Poluicao", Sim, Sim, Nao,2, Sim," RJ, SP"
954,Fauna, Peixes Continentais, Characidae, Spintherobolus leptoura, Lambari, Em Perigo EN , EN, Mata Atlantica," Agropecuaria, Outras Atividades Economicas Barrages Abastecimento Drenagem, Poluicao", Sim, Sim, Nao,2, Sim, SP
955,Fauna, Peixes Continentais, Characidae, Spintherobolus papilliferus, Lambari , Criticamente em Perigo CR , CR, Mata Atlantica," Assentamento Humano cidades, Poluicao", Sim, Sim, Nao,2, Sim, SP
956,Fauna, Peixes Continentais, Pimelodidae, Steindachneridion amblyurum, Surubim do jequitinhonha, Criticamente em Perigo CR , CR," Cerrado, Mata Atlantica"," Extracao Direta Caca Pesca, Outras Atividades Economicas Energia, Poluicao Assoreamento", Nao, Sim, Nao,1, Sim, MG
957,Fauna, Peixes Continentais, Pimelodidae, Steindachneridion doceanum, Surubim do doce, Criticamente em Perigo CR , CR, Mata Atlantica," Especies Exoticas, Extracao Direta Caca Pesca, Outras Atividades Economicas Barrages Abastecimento Drenagem, Outras Atividades Economicas Energia, Poluicao, Poluicao Assoreamento", Nao, Sim, Nao,1, Sim, MG
958,Fauna, Peixes Continentais, Pimelodidae, Steindachneridion melanodermatum, Surubim do iguacu, Em Perigo EN , EN, Mata Atlantica," Assentamento Humano cidades, Extracao Direta Caca Pesca, Outras Atividades Economicas Energia", Nao, Sim, Nao,1, Sim, PR
959,Fauna, Peixes Continentais, Pimelodidae, Steindachneridion parahybae, Surubim do paraiba, Em Perigo EN , EN, Mata Atlantica," Especies Exoticas, Outras Atividades Economicas Energia, Poluicao", Sim, Sim, Nao,2, Sim," MG, RJ, SP"
960,Fauna, Peixes Continentais, Pimelodidae, Steindachneridion scriptum, Surubim, Em Perigo EN , EN," Mata Atlantica, Pampa", Outras Atividades Economicas Energia, Nao, Sim, Nao,1, Nao," MG, RS, SC, SP"
961,Fauna, Peixes Continentais, Apteronotidae, Sternarchella curvioperculata, Itui, Em Perigo EN , EN," Cerrado, Mata Atlantica"," Outras Atividades Economicas Energia, Poluicao", Nao, Sim, Nao,1, Sim, SP
962,Fauna, Peixes Continentais, Apteronotidae, Sternarchogiton zuanoni, Desconhecido, Vulneravel VU , VU, Amazonia, Outras Atividades Economicas Energia, Nao, Sim, Nao,1, Sim, PA
963,Fauna, Peixes Continentais, Apteronotidae, Sternarchorhynchus britskii, Itui, Em Perigo EN , EN, Mata Atlantica, Outras Atividades Economicas Energia, Nao, Sim, Nao,1, Sim," MS, SP"
964,Fauna, Peixes Continentais, Apteronotidae, Sternarchorhynchus caboclo, Desconhecido, Vulneravel VU , VU, Amazonia, Outras Atividades Economicas Energia, Nao, Sim, Nao,1, Sim, RR
965,Fauna, Peixes Continentais, Apteronotidae, Sternarchorhynchus higuchii, Desconhecido, Criticamente em Perigo CR , CR, Amazonia, Outras Atividades Economicas Energia, Sim, Sim, Nao,2, Sim, AM
966,Fauna, Peixes Continentais, Apteronotidae, Sternarchorhynchus inpai, Desconhecido, Vulneravel VU , VU, Amazonia, Outras Atividades Economicas Energia, Sim, Sim, Nao,2, Sim, PA
967,Fauna, Peixes Continentais, Apteronotidae, Sternarchorhynchus jaimei, Desconhecido, Criticamente em Perigo CR , CR, Amazonia, Outras Atividades Economicas Energia, Sim, Sim, Nao,2, Sim, AM
968,Fauna, Peixes Continentais, Apteronotidae, Sternarchorhynchus kokraimoro, Desconhecido, Vulneravel VU , VU, Amazonia, Outras Atividades Economicas Energia, Nao, Sim, Nao,1, Sim, PA
969,Fauna, Peixes Continentais, Apteronotidae, Sternarchorhynchus mareikeae, Desconhecido, Vulneravel VU , VU, Amazonia, Outras Atividades Economicas Energia, Sim, Sim, Nao,2, Sim, PA
970,Fauna, Peixes Continentais, Apteronotidae, Sternarchorhynchus severii, Itui, Vulneravel VU , VU, Amazonia, Outras Atividades Economicas Energia, Nao, Sim, Nao,1, Sim, RR
971,Fauna, Peixes Continentais, Apteronotidae, Sternarchorhynchus villasboasi, Desconhecido, Vulneravel VU , VU, Amazonia, Outras Atividades Economicas Energia, Nao, Sim, Nao,1, Sim, PA
972,Fauna, Peixes Continentais, Characidae, Stygichthys typhlops, Piaba branca, Em Perigo EN , EN," Caatinga, Cerrado", Agropecuaria, Nao, Sim, Nao,1, Sim, MG
973,Fauna, Peixes Continentais, Heptapteridae, Taunayia bifasciata, Bagrinho listrado , Vulneravel VU , VU, Mata Atlantica," Assentamento Humano cidades, Outras Atividades Economicas Energia, Poluicao", Sim, Sim, Nao,2, Sim, SP
974,Fauna, Peixes Continentais, Cichlidae, Teleocichla centisquama, Desconhecido, Em Perigo EN , EN, Amazonia," Agropecuaria, Extracao Direta Caca Pesca, Outras Atividades Economicas Energia", Sim, Sim, Sim,2, Sim, PA
975,Fauna, Peixes Continentais, Cichlidae, Teleocichla cinderella, Joaninha da pedra, Em Perigo EN , EN," Amazonia, Cerrado"," Assentamento Humano cidades, Extracao Direta Caca Pesca, Outras Atividades Economicas Energia, Poluicao", Nao, Sim, Sim,1, Sim," PA, TO"
976,Fauna, Peixes Continentais, Cichlidae, Teleocichla prionogenys, Joaninha da pedra, Vulneravel VU , VU, Amazonia," Extracao Direta Caca Pesca, Mineracao, Outras Atividades Economicas Energia", Nao, Sim, Sim,2, Sim, PA
977,Fauna, Peixes Continentais, Cichlidae, Teleocichla wajapi, Joaninha da pedra, Em Perigo EN , EN, Amazonia, Outras Atividades Economicas Energia, Sim, Sim, Sim,2, Sim," AP, PA"
978,Fauna, Peixes Continentais, Apteronotidae, Tembeassu marauna, Itui marauna, Criticamente em Perigo CR Possivelmente Extinto PEX , CR PEX, Mata Atlantica, Outras Atividades Economicas Energia, Nao, Sim, Nao,1, Sim," MS, SP"
979,Fauna, Peixes Continentais, Trichomycteridae, Trichogenes claviger, Desconhecido, Criticamente em Perigo CR , CR, Mata Atlantica, Outras Atividades Economicas Transporte, Nao, Sim, Nao,1, Sim, ES
980,Fauna, Peixes Continentais, Trichomycteridae, Trichomycterus crassicaudatus, Candiru, Em Perigo EN , EN, Mata Atlantica, Outras Atividades Economicas Energia, Nao, Sim, Nao,1, Sim, PR
981,Fauna, Peixes Continentais, Trichomycteridae, Trichomycterus dali, Bagrinho cego da serra da bodoquena, Vulneravel VU , VU, Cerrado," Agropecuaria, Mineracao", Sim, Nao, Nao,2, Sim, MS
982,Fauna, Peixes Continentais, Trichomycteridae, Trichomycterus igobi, Candiru, Em Perigo EN , EN, Mata Atlantica, Outras Atividades Economicas Energia, Nao, Sim, Nao,1, Sim, PR
983,Fauna, Peixes Continentais, Trichomycteridae, Trichomycterus itacarambiensis, Desconhecido, Criticamente em Perigo CR , CR, Cerrado, Desastres Naturais, Sim, Sim, Nao,3, Sim, MG
984,Fauna, Peixes Continentais, Trichomycteridae, Trichomycterus mboycy, Candiru, Em Perigo EN , EN, Mata Atlantica, Outras Atividades Economicas Energia, Nao, Sim, Nao,1, Sim, PR
985,Fauna, Peixes Continentais, Trichomycteridae, Trichomycterus novalimensis, Cambeva, Em Perigo EN , EN," Cerrado, Mata Atlantica"," Assentamento Humano cidades, Mineracao, Poluicao", Nao, Sim, Nao,1, Sim, MG
986,Fauna, Peixes Continentais, Trichomycteridae, Trichomycterus paolence, Cambeva do tiete, Em Perigo EN , EN," Cerrado, Mata Atlantica"," Assentamento Humano cidades, Poluicao", Sim, Sim, Nao,2, Sim, SP
987,Fauna, Peixes Continentais, Trichomycteridae, Trichomycterus papilliferus, Candiru, Em Perigo EN , EN, Mata Atlantica, Outras Atividades Economicas Energia, Nao, Sim, Nao,1, Sim, PR
988,Fauna, Peixes Continentais, Trichomycteridae, Trichomycterus paquequerense, Desconhecido, Em Perigo EN , EN, Mata Atlantica," Assentamento Humano cidades, Poluicao", Nao, Sim, Nao,1, Sim, RJ
989,Fauna, Peixes Continentais, Trichomycteridae, Trichomycterus rubbioli, Desconhecido, Vulneravel VU , VU, Cerrado," Agropecuaria, Mineracao", Nao, Nao, Nao,1, Sim, BA
990,Fauna, Peixes Continentais, Trichomycteridae, Trichomycterus santaeritae, Desconhecido, Criticamente em Perigo CR , CR, Mata Atlantica, Ameaca Desconhecida, Nao, Sim, Nao,1, Sim, MG
991,Fauna, Peixes Continentais, Trichomycteridae, Trichomycterus triguttatus, Desconhecido, Criticamente em Perigo CR , CR, Mata Atlantica, Assentamento Humano cidades, Nao, Sim, Nao,1, Sim, SP
992,Fauna, Peixes Continentais, Trichomycteridae, Trichomycterus tropeiro, Cambeva, Criticamente em Perigo CR , CR," Mata Atlantica, Pampa"," Agropecuaria, Especies Exoticas", Nao, Sim, Nao,1, Sim, RS
993,Fauna, Peixes Continentais, Rivulidae, Trigonectes strigabundus, Desconhecido, Em Perigo EN , EN, Cerrado," Assentamento Humano cidades, Mineracao, Poluicao", Nao, Nao, Nao,1, Sim, TO
994,Fauna, Peixes Continentais, Rivulidae, Xenurolebias izecksohni, Peixe anual, Em Perigo EN , EN, Mata Atlantica, Agropecuaria, Nao, Sim, Nao,1, Sim, ES
995,Fauna, Peixes Continentais, Rivulidae, Xenurolebias myersi, Peixe anual, Em Perigo EN , EN, Mata Atlantica," Agropecuaria, Assentamento Humano cidades", Nao, Sim, Nao,1, Sim," BA, ES"
996,Fauna, Peixes Marinhos, Achiridae, Achirus mucuri, Solha, Vulneravel VU , VU, Mata Atlantica," Extracao Direta Caca Pesca, Outras Atividades Economicas Energia, Poluicao Assoreamento", Sim, Nao, Nao,1, Sim, BA
997,Fauna, Peixes Marinhos, Alopiidae, Alopias superciliosus, Tubarao raposa, Vulneravel VU , VU, Marinho, Extracao Direta Caca Pesca, Sim, Sim, Sim,4, Nao," AL, AP, BA, CE, ES, MA, PA, PB, PE, PI, PR, RJ, RN, RS, SC, SE, SP"
998,Fauna, Peixes Marinhos, Alopiidae, Alopias vulpinus, Tubarao raposa, Vulneravel VU , VU, Marinho, Extracao Direta Caca Pesca, Sim, Sim, Sim,4, Nao," AL, AP, BA, CE, ES, MA, PA, PB, PE, PI, PR, RJ, RN, RS, SC, SE, SP"
999,Fauna, Peixes Marinhos, Arhynchobatidae, Atlantoraja castelnaui, Raia chita, Em Perigo EN , EN, Marinho, Extracao Direta Caca Pesca, Sim, Sim, Sim,3, Nao,"  RS, PR, SC, SP"
1000,Fauna, Peixes Marinhos, Carcharhinidae, Carcharhinus galapagensis, Tubarao das galapagos, Criticamente em Perigo CR , CR, Marinho, Extracao Direta Caca Pesca, Sim, Sim, Nao,2, Nao, PE
1001,Fauna, Peixes Marinhos, Carcharhinidae, Carcharhinus longimanus, Tubarao galha branca, Vulneravel VU , VU, Marinho, Extracao Direta Caca Pesca, Sim, Sim, Sim,3, Nao," AL, AP, BA, CE, ES, MA, PA, PB, PE, PI, PR, RJ, RN, RS, SC, SE, SP"
1002,Fauna, Peixes Marinhos, Carcharhinidae, Carcharhinus obscurus, Cacao fidalgo, Em Perigo EN , EN, Marinho, Extracao Direta Caca Pesca, Sim, Sim, Sim,2, Nao," AL, AP, BA, CE, ES, MA, PA, PB, PE, PI, PR, RJ, RN, RS, SC, SE, SP"
1003,Fauna, Peixes Marinhos, Carcharhinidae, Carcharhinus perezi, Tubarao dos recifes, Vulneravel VU , VU, Marinho, Extracao Direta Caca Pesca, Sim, Sim, Nao,2, Nao," AL, AP, BA, CE, ES, MA, PA, PB, PE, PI, RJ, RN, RS, SE"
1004,Fauna, Peixes Marinhos, Carcharhinidae, Carcharhinus plumbeus, Tubarao galhudo, Criticamente em Perigo CR , CR, Marinho," Assentamento Humano cidades, Extracao Direta Caca Pesca, Poluicao", Sim, Sim, Sim,2, Nao," AL, AP, BA, ES, MA, PA, PB, PE, PI, PR, RJ, RN, RS, SC, SE, SP"
1005,Fauna, Peixes Marinhos, Carcharhinidae, Carcharhinus porosus, Cacao azeiteiro, Criticamente em Perigo CR , CR, Marinho, Extracao Direta Caca Pesca, Sim, Sim, Nao,2, Nao," AL, AP, BA, CE, ES, MA, PA, PB, PE, PI, PR, RJ, RN, RS, SC, SE, SP"
1006,Fauna, Peixes Marinhos, Carcharhinidae, Carcharhinus signatus, Cacao noturno, Vulneravel VU , VU, Marinho, Extracao Direta Caca Pesca, Sim, Sim, Nao,2, Nao," RS, SC"
1007,Fauna, Peixes Marinhos, Odontaspididae, Carcharias taurus, Cacao mangona, Criticamente em Perigo CR , CR, Marinho, Extracao Direta Caca Pesca, Sim, Sim, Nao,2, Nao," PR, RS, SC, SP"
1008,Fauna, Peixes Marinhos, Lamnidae, Carcharodon carcharias, Tubarao branco, Vulneravel VU , VU, Marinho," Extracao Direta Caca Pesca, Poluicao", Sim, Sim, Nao,3, Nao," AL, AP, BA, CE, ES, MA, PA, PB, PE, PI, PR, RJ, RN, RS, SC, SE, SP"
1009,Fauna, Peixes Marinhos, Microdesmidae, Cerdale fasciata, Peixe lombriga listrado, Em Perigo EN , EN, Marinho," Extracao Direta Remocao De Corais, Outras Atividades Economicas Turismo, Poluicao", Sim, Sim, Sim,3, Sim, BA
1010,Fauna, Peixes Marinhos, Cetorhinidae, Cetorhinus maximus, Tubarao peregrino, Criticamente em Perigo CR , CR, Marinho, Extracao Direta Caca Pesca, Sim, Sim, Sim,2, Nao," RS, SC"
1011,Fauna, Peixes Marinhos, Serranidae, Choranthias salmopunctatus, Canario do mar, Vulneravel VU , VU, Marinho, Extracao Direta Caca Pesca, Sim, Sim, Nao,2, Sim, PE
1012,Fauna, Peixes Marinhos, Dasyatidae, Dasyatis centroura, Raia prego de cauda aspera, Criticamente em Perigo CR , CR, Marinho, Extracao Direta Caca Pesca, Sim, Sim, Sim,2, Nao," AL, AP, BA, CE, ES, MA, PA, PB, PE, PI, PR, RJ, RN, RS, SC, SE, SP"
1013,Fauna, Peixes Marinhos, Dasyatidae, Dasyatis colarensis, Raia, Vulneravel VU , VU, Marinho, Extracao Direta Caca Pesca, Nao, Sim, Nao,2, Sim, PA
1014,Fauna, Peixes Marinhos, Gobiidae, Elacatinus figaro, Neon, Vulneravel VU , VU, Marinho," Extracao Direta Caca Pesca, Extracao Direta Remocao De Corais, Outras Atividades Economicas Turismo, Poluicao", Sim, Sim, Sim,2, Sim," AL, BA, CE, ES, MA, PA, PB, PE, PI, PR, RJ, RN, SC, SE, SP"
1015,Fauna, Peixes Marinhos, Tripterygiidae, Enneanectes smithi, Desconhecido, Vulneravel VU , VU, Marinho," Mudanca Na Dinamica Das Especies Nativas, Poluicao", Sim, Nao, Sim,2, Nao, PE
1016,Fauna, Peixes Marinhos, Epinephelidae, Epinephelus itajara, Mero, Criticamente em Perigo CR , CR, Marinho," Agropecuaria Aquacultura, Assentamento Humano cidades, Extracao Direta Caca Pesca", Sim, Sim, Sim,2, Nao," AL, AP, BA, CE, ES, MA, PA, PB, PE, PI, RJ, RN, SE, SP"
1017,Fauna, Peixes Marinhos, Epinephelidae, Epinephelus marginatus, Garoupa verdadeira, Vulneravel VU , VU, Marinho, Extracao Direta Caca Pesca, Sim, Sim, Sim,3, Nao," ES, RJ, SP, PR, SC, RS"
1018,Fauna, Peixes Marinhos, Epinephelidae, Epinephelus morio, Garoupa , Vulneravel VU , VU, Marinho, Extracao Direta Caca Pesca, Sim, Sim, Sim,3, Nao," AL, AP, BA, CE, ES, MA, PA, PB, PE, PI, PR, RJ, RN, SC, SE, SP"
1019,Fauna, Peixes Marinhos, Triakidae, Galeorhinus galeus, Cacao bico doce , Criticamente em Perigo CR , CR, Marinho, Extracao Direta Caca Pesca, Sim, Sim, Sim,2, Nao," PR, RJ, RS, SC, SP"
1020,Fauna, Peixes Marinhos, Ariidae, Genidens barbus, Bagre branco, Em Perigo EN , EN, Marinho, Extracao Direta Caca Pesca, Sim, Sim, Sim,3, Nao," BA, PR, RS "
1021,Fauna, Peixes Marinhos, Ariidae, Genidens planifrons, Bagre marinho, Criticamente em Perigo CR , CR, Marinho, Extracao Direta Caca Pesca, Sim, Sim, Sim,3, Nao, RS
1022,Fauna, Peixes Marinhos, Ginglymostomatidae, Ginglymostoma cirratum, Tubarao lixa, Vulneravel VU , VU, Marinho," Extracao Direta Caca Pesca, Extracao Direta Remocao De Corais, Poluicao", Sim, Sim, Nao,2, Nao," AL, AP, BA, CE, ES, MA, PA, PB, PE, PI, RJ, RN, SE, SP"
1023,Fauna, Peixes Marinhos, Gymnuridae, Gymnura altavela, Raia manteiga, Criticamente em Perigo CR , CR, Marinho, Extracao Direta Caca Pesca, Sim, Sim, Sim,3, Nao," ES, PR, RJ, RS, SC, SP"
1024,Fauna, Peixes Marinhos, Labridae, Halichoeres rubrovirens, Bodiao fogueira, Vulneravel VU , VU, Marinho," Extracao Direta Caca Pesca, Mineracao, Mudanca Na Dinamica Das Especies Nativas, Outras Atividades Economicas Transporte, Poluicao", Sim, Sim, Sim,2, Sim, ES
1025,Fauna, Peixes Marinhos, Syngnathidae, Hippocampus erectus, Cavalo marinho, Vulneravel VU , VU, Marinho," Agropecuaria Aquacultura, Assentamento Humano cidades, Extracao Direta Caca Pesca, Poluicao", Sim, Sim, Sim,2, Nao," AL, BA, CE, ES, PB, PE, PI, PR, RJ, RN, SC, SE, SP"
1026,Fauna, Peixes Marinhos, Syngnathidae, Hippocampus patagonicus, Cavalo marinho, Vulneravel VU , VU, Marinho," Agropecuaria Aquacultura, Assentamento Humano cidades, Extracao Direta Caca Pesca, Poluicao", Sim, Sim, Sim,2, Nao," AL, BA, ES, PE, PI, PR, RJ, SC, SE, SP"
1027,Fauna, Peixes Marinhos, Syngnathidae, Hippocampus reidi, Cavalo marinho, Vulneravel VU , VU, Marinho," Agropecuaria Aquacultura, Assentamento Humano cidades, Extracao Direta Caca Pesca, Poluicao", Sim, Sim, Sim,2, Nao," AL, BA, CE, ES, MA, PB, PE, PI, PR, RJ, RN, SC, SE, SP"
1028,Fauna, Peixes Marinhos, Epinephelidae, Hyporthodus nigritus, Cherne negro , Em Perigo EN , EN, Marinho, Extracao Direta Caca Pesca, Sim, Sim, Sim,3, Nao," BA, ES, PR, RJ, RS, SC, SP"
1029,Fauna, Peixes Marinhos, Epinephelidae, Hyporthodus niveatus, Cherne verdadeiro, Vulneravel VU , VU, Marinho, Extracao Direta Caca Pesca, Sim, Sim, Sim,3, Nao," AL, BA, CE, ES, PB, PE, PR, RJ, RN, RS, SC, SE, SP"
1030,Fauna, Peixes Marinhos, Carcharhinidae, Isogomphodon oxyrhynchus, Cacao quati, Criticamente em Perigo CR , CR, Marinho, Extracao Direta Caca Pesca, Sim, Sim, Nao,3, Nao," AP, CE, RN, PB, MA, PA, PI"
1031,Fauna, Peixes Marinhos, Istiophoridae, Kajikia albida, Agulhao branco, Vulneravel VU , VU, Marinho, Extracao Direta Caca Pesca, Sim, Nao, Sim,4, Nao," AL, AP, BA, CE, ES, MA, PA, PB, PE, PI, PR, RJ, RN, RS, SC, SE, SP"
1032,Fauna, Peixes Marinhos, Malacanthidae, Lopholatilus villarii, Peixe batata, Vulneravel VU , VU, Marinho, Extracao Direta Caca Pesca, Sim, Nao, Sim,4, Nao," AL, BA, ES, PE, PB, PR, RJ, RS, SC, SE, SP"
1033,Fauna, Peixes Marinhos, Lutjanidae, Lutjanus cyanopterus, Caranha, Vulneravel VU , VU, Marinho," Agropecuaria Aquacultura, Extracao Direta Caca Pesca, Mineracao, Outras Atividades Economicas Transporte, Poluicao", Sim, Sim, Sim,3, Nao," AL, AP, BA, CE, ES, MA, PA, PB, PE, PI, PR, RJ, RN, SC, SE, SP"
1034,Fauna, Peixes Marinhos, Lutjanidae, Lutjanus purpureus, Pargo, Vulneravel VU , VU, Marinho, Extracao Direta Caca Pesca, Sim, Sim, Sim,3, Nao," AP, CE, MA, PA, PI, RN"
1035,Fauna, Peixes Marinhos, Istiophoridae, Makaira nigricans, Marlin azul, Em Perigo EN , EN, Marinho, Extracao Direta Caca Pesca, Sim, Nao, Sim,3, Nao," AP, AL, BA, CE, ES, MA, PA, PB, PE, PI, PR, RN, RJ, RS, SE, SC, SP"
1036,Fauna, Peixes Marinhos, Labrisomidae, Malacoctenus brunoi, Desconhecido, Vulneravel VU , VU, Marinho," Assentamento Humano cidades, Extracao Direta Caca Pesca, Mudanca Na Dinamica Das Especies Nativas, Outras Atividades Economicas Transporte, Poluicao", Sim, Sim, Sim,3, Sim, ES
1037,Fauna, Peixes Marinhos, Mobulidae, Manta birostris, Raia manta, Vulneravel VU , VU, Marinho, Extracao Direta Caca Pesca, Sim, Sim, Sim,4, Nao," BA, ES, PE, RS, SC"
1038,Fauna, Peixes Marinhos, Megalopidae, Megalops atlanticus, Amaripim, Vulneravel VU , VU, Marinho, Extracao Direta Caca Pesca, Sim, Nao, Sim,3, Nao," AL, AP, BA, CE, MA, PA, PB, PE, PI, RN, SE"
